Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,529.975,182672916480,45.5,482.9,96.32,28.4,63.33,398.16,230.4,True,True,True,BULLISH TREND,False,66.26,POSITIVE,5,"Can Western Digital Deliver Continued Gross Margin Improvement? | Sandisk's QLC Stargate Gains Traction: A New Revenue Growth Catalyst? | Sandisk Rockets 4000% on AI Memory Boom: Buy, Hold, or Take Profits?",31.68,30.09,2075000064.0,17.81,85.92,55.29,90.5,BUY SIGNAL
VEEV,https://www.tradingview.com/chart/?symbol=VEEV,Veeva Systems Inc.,Healthcare,175.9,28706650112,16.0,23.2,-3.06,11.17,59.8,166.55,226.03,True,False,False,NO CLEAR ENTRY,False,53.3,NEUTRAL,5,Veeva vs. IQVIA: Which Life Sciences Tech Stock Holds More Promise? | Unveiling Veeva (VEEV) Q1 Outlook: Wall Street Estimates for Key Metrics | Why Veeva Systems (VEEV) Stock Is Up Today,32.33,17.8,1048066496.0,1.329,13.93,28.44,59.76,IGNORE
FAST,https://www.tradingview.com/chart/?symbol=FAST,Fastenal Company,Industrials,44.615,51219587072,12.4,13.8,-3.19,2.07,54.28,44.83,44.23,False,True,True,NO CLEAR ENTRY,False,51.96,NEUTRAL,5,The Spill: Why We’re Buying Home Depot (HD) on the Dip | 1 Cash-Producing Stock for Long-Term Investors and 2 We Ignore | Q1 Earnings Highlights: Fastenal (NASDAQ:FAST) Vs The Rest Of The Maintenance and Repair Distributors Stocks,39.48,32.61,903862528.0,11.167,33.84,15.39,59.76,IGNORE
LH,https://www.tradingview.com/chart/?symbol=LH,Labcorp Holdings Inc.,Healthcare,262.09,21491380224,5.8,32.9,-8.51,1.93,61.84,262.67,267.61,False,False,False,NO CLEAR ENTRY,False,60.3,POSITIVE,5,3 Cash-Producing Stocks That Concern Us | LH or MEDP: Which Is the Better Value Stock Right Now? | Broad-Based MedSurg Growth Likely to Aid MDT's Q4 Performance,23.19,13.48,1142537472.0,83.407,11.05,6.66,59.67,IGNORE
PRU,https://www.tradingview.com/chart/?symbol=PRU,"Prudential Financial, Inc.",Financial Services,102.1,35461894144,15.3,-14.3,3.54,7.33,59.73,97.39,101.56,True,True,False,BULLISH TREND,False,53.61,NEUTRAL,5,1 Large-Cap Stock with Impressive Fundamentals and 2 We Find Risky | Assessing Prudential Financial (PRU) Valuation As Market Price Diverges From Narrative And DCF Estimates | Why Retirees Keep Buying This Dividend ETF After 22 Years of Payments,10.51,6.98,10378999808.0,158.972,10.71,5.48,59.39,IGNORE
HUM,https://www.tradingview.com/chart/?symbol=HUM,Humana Inc.,Healthcare,305.3,36654776320,23.5,-4.6,63.85,25.58,71.13,231.51,243.05,True,True,False,WATCH - OVERBOUGHT,False,67.37,POSITIVE,5,Humana (HUM) Up 30.6% Since Last Earnings Report: Can It Continue? | Stocks Finish Mostly Higher on Iran Peace Progress | S&P 500 and Nasdaq 100 Climb to Record Highs on Tech Stock Strength,32.55,19.6,1431374976.0,77.073,6.28,0.82,59.39,IGNORE
BXP,https://www.tradingview.com/chart/?symbol=BXP,"BXP, Inc.",Real Estate,60.9338,10865192960,0.6,65.5,9.83,5.79,60.29,56.49,64.08,True,False,False,NO CLEAR ENTRY,False,66.78,POSITIVE,5,Are Wall Street Analysts Bullish on BXP Stock? | Is BXP (BXP) Offering Value After Recent Rebound And Mixed Long Term Returns? | Healthpeak Properties Q1 FFOA Tops Estimates on Steady Leasing Momentum,30.62,28.67,941118656.0,211.994,5.53,10.04,59.29,IGNORE
WMT,https://www.tradingview.com/chart/?symbol=WMT,Walmart Inc.,Consumer Defensive,115.3697,919610785792,7.3,19.4,-8.87,-9.7,25.73,126.25,114.6,False,True,True,BUY THE DIP,False,64.72,POSITIVE,5,KR vs. WMT: Which Stock Is the Better Value Option? | Nuclear Stock Face-Off: Is Oklo or NuScale Power the Better Buy Right Now? | How Investors Are Reacting To Walmart (WMT) Expanding Into Higher-Margin Services And Ultra-Fast Delivery,40.62,35.08,6975374848.0,73.463,24.13,3.14,59.23,IGNORE
AXP,https://www.tradingview.com/chart/?symbol=AXP,American Express Company,Financial Services,318.215,217126518784,11.6,17.6,3.84,0.81,53.68,313.16,335.67,True,False,False,NO CLEAR ENTRY,False,79.13,POSITIVE,5,Best rewards credit cards for June 2026 | Best credit cards for gas for June 2026 | Best American Express credit cards for June 2026,19.88,15.81,,177.847,34.42,16.3,59.13,IGNORE
NTAP,https://www.tradingview.com/chart/?symbol=NTAP,"NetApp, Inc.",Technology,179.75,35601346560,4.4,16.0,80.4,65.44,94.08,112.07,110.07,True,True,True,WATCH - OVERBOUGHT,False,54.6,NEUTRAL,5,"Stock Market Hits Highs On Iran Deal Hopes; Dell, NetApp, Okta Lead Earnings Winners: Weekly Review | Stock Market Today: Dow Rises 300 Points, Led By Surging IBM, Salesforce; Dell Soars On Earnings (Live Coverage) | NetApp Q4 Earnings & Revenues Surpass Estimates, Stock Up",28.31,18.92,1116000000.0,236.097,112.59,18.07,59.07,IGNORE
HAS,https://www.tradingview.com/chart/?symbol=HAS,"Hasbro, Inc.",Consumer Cyclical,86.65,12260168704,12.7,98.6,-12.52,-7.84,27.59,92.75,85.35,False,True,True,BUY THE DIP,False,65.94,POSITIVE,5,"If Spider-Man Wins 2026’s Box Office Crown, These Stocks Win Too | Wall Street Analysts See Hasbro (HAS) as a Buy: Should You Invest? | Best Income Stocks to Buy for May 28th",,13.48,547924992.0,574.488,-23.32,-4.62,58.98,IGNORE
FDX,https://www.tradingview.com/chart/?symbol=FDX,FedEx Corporation,Industrials,411.435,98171166720,8.3,17.3,6.68,5.88,72.65,376.44,305.74,True,True,True,WATCH - OVERBOUGHT,False,63.0,POSITIVE,5,"Hershey Bull Sees World Cup, America 250 Lifting Sales | FedEx Freight Stock Starts Trading Monday. What to Know. | How to Boost Your Portfolio with Top Transportation Stocks Set to Beat Earnings",21.98,18.34,894000000.0,140.994,15.87,4.88,58.94,IGNORE
EXE,https://www.tradingview.com/chart/?symbol=EXE,Expand Energy Corporation,Energy,92.72,22181298176,41.0,,-13.55,-7.63,42.82,99.62,103.54,False,False,False,NO CLEAR ENTRY,False,70.32,POSITIVE,5,"Why Is Expand Energy (EXE) Down 8.3% Since Last Earnings Report? | Here Are Tuesday’s Top Wall Street Analyst Research Calls: Albemarle, Booz Allen Hamilton, Cigna, DT Midstream, GE Vernova, Intel, Okta, Travelers, Occidental Petroleum, and More | Which Pure-Play Natural Gas Stock Will Dominate Summer 2026? Four Names Ranked",6.9,9.62,1695624960.0,25.883,17.57,24.91,58.93,IGNORE
TPR,https://www.tradingview.com/chart/?symbol=TPR,"Tapestry, Inc.",Consumer Cyclical,144.74,29243953152,21.2,73.7,-7.22,2.22,70.37,142.35,126.59,True,True,True,WATCH - OVERBOUGHT,False,62.96,POSITIVE,5,"American Eagle Q1 Earnings Beat Estimates, Aerie Comps Rise 25% | DLTR Q1 Earnings Beat Estimates on Margin Gains and Higher Comps | BBWI Stock Jumps 10% on Q1 Earnings Beat & Growth Strategy Optimism",42.2,18.76,1529737472.0,574.912,60.91,8.44,58.79,IGNORE
DGX,https://www.tradingview.com/chart/?symbol=DGX,Quest Diagnostics Incorporated,Healthcare,195.01,21586911232,9.2,15.5,-6.84,3.01,66.46,194.1,187.06,True,True,True,BULLISH TREND,False,49.05,NEUTRAL,5,3 Reasons to Sell DGX and 1 Stock to Buy Instead | Are Medical Stocks Lagging  Quest Diagnostics (DGX) This Year? | Quest Diagnostics Stock: Analyst Estimates & Ratings,21.57,16.71,947875008.0,82.737,14.54,9.08,58.77,IGNORE
JPM,https://www.tradingview.com/chart/?symbol=JPM,JPMorgan Chase & Co.,Financial Services,297.67,797610147840,12.7,17.2,0.55,-3.74,44.96,302.46,303.55,False,False,False,NO CLEAR ENTRY,False,58.62,NEUTRAL,5,"Wells Fargo Signals Strong Q2 Fee Income Growth at Bernstein Conference | Hershey Bull Sees World Cup, America 250 Lifting Sales | SpaceX Said to Cut IPO Value Goal to at Least $1.8 Trillion",14.25,12.64,,,16.47,33.94,58.69,IGNORE
TGT,https://www.tradingview.com/chart/?symbol=TGT,Target Corporation,Consumer Defensive,126.17,57312612352,6.7,-24.7,12.56,-0.38,53.03,122.9,103.62,True,True,True,BULLISH TREND,False,65.56,POSITIVE,5,Best credit cards for shopping at Target (June 2026) | Costco’s Premium Valuation Makes More Sense Than You Think | 3 Value Stocks We Approach with Caution,16.69,14.18,2776875008.0,117.152,22.02,3.24,58.69,IGNORE
MLM,https://www.tradingview.com/chart/?symbol=MLM,"Martin Marietta Materials, Inc.",Basic Materials,587.835,35297083392,17.2,1220.8,-11.65,-4.08,48.97,592.43,619.38,False,False,False,NO CLEAR ENTRY,False,40.84,NEUTRAL,5,2 S&P 500 Stocks to Target This Week and 1 We Brush Off | Martin Marietta Stock Outlook: Is Wall Street Bullish or Bearish? | A Look At Martin Marietta Materials (MLM) Valuation After Strong Results But Macro Pressures Hit Sentiment,36.9,25.58,841750016.0,50.35,9.47,39.91,58.67,IGNORE
ELV,https://www.tradingview.com/chart/?symbol=ELV,"Elevance Health, Inc.",Healthcare,393.0751,85361123328,2.6,-16.8,34.49,4.37,61.11,344.81,332.43,True,True,True,BULLISH TREND,False,60.91,POSITIVE,5,Why Is Avantor (AVTR) Up 13% Since Last Earnings Report? | UnitedHealth Group Stock: Is UNH Outperforming the Healthcare Sector? | Evaluating Elevance Health (ELV) Valuation As Shares Trade Near Fair Value And Peer P/E Discounts,16.66,13.44,4298625024.0,72.299,12.09,2.62,58.52,IGNORE
EFX,https://www.tradingview.com/chart/?symbol=EFX,Equifax Inc.,Industrials,166.97,20142358528,14.3,34.0,-19.24,-2.91,39.83,174.12,207.75,False,False,False,NO CLEAR ENTRY,False,43.88,NEUTRAL,5,"Upstart's Auto Loan Push Is the 1 Story That Could Change the AI Lending Thesis | Canada's Credit Stress Is Rising, Not Breaking, Says National Bank | Does Expanding Its GBG Fraud Partnership Reshape Equifax’s (EFX) Digital Identity Ambitions?",29.34,16.25,1024662528.0,113.353,14.37,11.12,58.41,IGNORE
VICI,https://www.tradingview.com/chart/?symbol=VICI,VICI Properties Inc.,Real Estate,28.145,30305978368,3.5,60.1,-5.79,-1.59,36.91,28.14,29.0,True,False,False,NO CLEAR ENTRY,False,66.35,POSITIVE,5,Why Is VICI Properties (VICI) Down 3% Since Last Earnings Report? | Scotiabank Lifts Target on VICI Properties (VICI) as Net Lease REITs Show Strength | O's Dividend Rhythm: Can Growth Keep Funding the Monthly Payout?,9.64,9.59,1285280000.0,61.853,11.33,76.83,58.36,IGNORE
GS,https://www.tradingview.com/chart/?symbol=GS,"The Goldman Sachs Group, Inc.",Financial Services,1022.93,301771948032,14.5,24.2,18.71,12.96,75.23,912.72,849.4,True,True,True,WATCH - OVERBOUGHT,False,58.3,NEUTRAL,5,Goldman Sachs COO calls inflation 'the single biggest risk element' to the economy | Is Climbing to the Top of an Investment Bank Luck or Skill? I Asked a Billionaire | Is AI Hiking Your Energy Bill? Nic Carter Says 'The Data Doesn't Support It',18.68,15.64,,678.596,14.55,29.36,58.36,IGNORE
DG,https://www.tradingview.com/chart/?symbol=DG,Dollar General Corporation,Consumer Defensive,108.75,23949613056,5.9,121.9,-28.41,-4.71,43.65,115.38,120.2,False,False,False,NO CLEAR ENTRY,False,52.9,NEUTRAL,5,"Dollar General Could Guide Conservatively Amid Cost Headwinds, Economic Pressure on Consumers, Oppenheimer Says | Dollar Tree Is The Latest Retail Stock To Jump Post-Earnings. Here's Why. | Dollar Tree Stock Surges After Earnings. The Retailer Has a Big New Delivery Partner.",15.88,13.68,2162651648.0,184.665,18.99,3.54,58.33,IGNORE
AME,https://www.tradingview.com/chart/?symbol=AME,"AMETEK, Inc.",Industrials,226.1,51822800896,11.3,14.5,-6.21,-0.78,39.09,226.53,208.45,False,True,True,NO CLEAR ENTRY,False,64.17,POSITIVE,5,Q1 Earnings Highs And Lows: AMETEK (NYSE:AME) Vs The Rest Of The Internet of Things Stocks | 2 Industrials Stocks with Exciting Potential and 1 We Turn Down | Is AMETEK (AME) Pricing Too Rich After Strong Multi Year Share Price Gains,34.1,25.66,1385356544.0,22.489,14.63,20.11,58.23,IGNORE
BRK-B,https://www.tradingview.com/chart/?symbol=BRK-B,Berkshire Hathaway Inc.,Financial Services,475.14,1024807534592,4.4,119.6,-1.05,-0.05,49.11,477.1,490.52,False,False,False,NO CLEAR ENTRY,False,47.98,NEUTRAL,5,Why Berkshire Hathaway Is Now My Favorite Stock for 2026 and Beyond | Jim Cramer on Berkshire Hathaway: “People Are Going to Get Bored With Owning This Stock” | Jim Cramer Says Meta “Has Not Excelled in a Visible Way”,14.14,22.3,61228249088.0,17.669,10.5,19.3,58.14,IGNORE
EPAM,https://www.tradingview.com/chart/?symbol=EPAM,"EPAM Systems, Inc.",Technology,103.2,5391627264,7.6,18.8,-25.84,-8.6,56.06,117.87,160.15,False,False,False,NO CLEAR ENTRY,False,57.86,NEUTRAL,5,"Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Why Jefferies sees more downside risk for digital IT services | 2 Value Stocks Worth Investigating and 1 Facing Challenges",14.83,7.32,692900224.0,8.391,10.93,6.96,58.13,IGNORE
ZBH,https://www.tradingview.com/chart/?symbol=ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,82.85,16028365824,9.3,34.1,-16.5,3.47,51.75,87.71,93.4,False,False,False,NO CLEAR ENTRY,False,56.37,NEUTRAL,5,GE HealthCare (GEHC) Up 3.3% Since Last Earnings Report: Can It Continue? | Zimmer (ZBH) Up 3.1% Since Last Earnings Report: Can It Continue? | 3 Healthcare Stocks That Fall Short,21.46,9.21,1044124992.0,59.827,6.07,9.05,58.11,IGNORE
GILD,https://www.tradingview.com/chart/?symbol=GILD,"Gilead Sciences, Inc.",Healthcare,134.685,167220838400,4.4,54.8,-9.72,4.54,58.89,135.11,127.72,False,True,True,NO CLEAR ENTRY,False,59.35,NEUTRAL,5,Discover May 2026's Stocks That Could Be Trading Below Estimated Value | Allogene CEO to step down; Agios drug fails key test | Gilead (GILD) Wins FDA Approval for First HDV Treatment Hepcludex,18.3,14.05,7934125056.0,94.635,43.36,30.99,58.1,IGNORE
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,375.595,99040133120,12.6,1.7,13.88,6.32,71.87,352.44,309.42,True,True,True,WATCH - OVERBOUGHT,False,72.09,POSITIVE,5,"Dow Jones Futures Rise As Dell, NetApp Surge On Earnings; Oil Falls On U.S.-Iran Deal Hopes | United Airlines, Frontier, and Marriott Vacations Stocks Trade Up, What You Need To Know | Marriott starts selling the sheets you like to sleep on",39.25,28.71,1796875008.0,,,35.97,58.07,IGNORE
OKE,https://www.tradingview.com/chart/?symbol=OKE,"ONEOK, Inc.",Energy,84.42,53187371008,19.6,18.0,-0.8,-4.35,48.5,88.17,76.69,False,True,True,NO CLEAR ENTRY,False,59.47,NEUTRAL,5,Oneok (OKE) Down 1.2% Since Last Earnings Report: Can It Rebound? | Target and 6 Other Dividend Stocks to Beat Inflation | Why Natural Gas Stocks Still Yield More Than Most Dividend ETFs,15.05,13.71,454375008.0,149.644,15.9,10.03,58.06,IGNORE
JKHY,https://www.tradingview.com/chart/?symbol=JKHY,"Jack Henry & Associates, Inc.",Technology,135.845,9651894272,8.7,12.5,-16.97,-11.65,31.04,150.03,162.2,False,False,False,NO CLEAR ENTRY,False,62.52,POSITIVE,5,Jack Henry & Associates Stock: Is Wall Street Bullish or Bearish? | ROP vs. JKHY: Which Stock Should Value Investors Buy Now? | Here's Why Jack Henry (JKHY) is a Strong Growth Stock,18.95,19.21,373407744.0,6.398,24.89,20.64,58.05,IGNORE
RVTY,https://www.tradingview.com/chart/?symbol=RVTY,"Revvity, Inc.",Healthcare,102.075,11387463680,7.0,3.5,6.87,24.09,52.56,91.64,94.7,True,True,False,BULLISH TREND,False,53.05,NEUTRAL,5,Revvity Stock: Analyst Estimates & Ratings | Revvity's (NYSE:RVTY) Conservative Accounting Might Explain Soft Earnings | The Top 5 Analyst Questions From Revvity’s Q1 Earnings Call,49.07,17.57,508969248.0,46.642,3.23,8.26,57.94,IGNORE
STE,https://www.tradingview.com/chart/?symbol=STE,STERIS plc,Healthcare,213.23,20927885312,7.3,52.2,-13.94,0.27,56.77,218.08,241.13,False,False,False,NO CLEAR ENTRY,False,48.75,NEUTRAL,5,Are Wall Street Analysts Predicting STERIS Stock Will Climb or Sink? | Reasons to Retain STE Stock in Your Portfolio for Now | Q1 Earnings Highs And Lows: STERIS (NYSE:STE) Vs The Rest Of The Surgical Equipment & Consumables - Diversified Stocks,26.89,17.62,587568000.0,26.84,11.37,13.18,57.8,IGNORE
PPG,https://www.tradingview.com/chart/?symbol=PPG,"PPG Industries, Inc.",Basic Materials,113.36,25267943424,6.7,4.2,-4.28,8.99,60.2,106.84,106.28,True,True,True,BULLISH TREND,False,52.96,NEUTRAL,5,"PPG Industries (PPG) Up 7.8% Since Last Earnings Report: Can It Continue? | AkzoNobel Shares Jump After $14.5 Billion Nippon Paint, Sherwin-Williams Bid | A Look At PPG Industries (PPG) Valuation After Q1 Beat And Coatings Expansion",16.26,13.09,728374976.0,93.736,20.75,9.83,57.64,IGNORE
AON,https://www.tradingview.com/chart/?symbol=AON,Aon plc,Financial Services,316.012,67492876288,6.5,27.1,-6.2,-1.75,53.67,320.78,340.11,False,False,False,NO CLEAR ENTRY,False,55.38,NEUTRAL,5,"Morgan Stanley Maintains Overweight Rating on Aon plc (AON) | AJG Strengthens Specialty Insurance via Acquisition of Twin Elms | Zacks Industry Outlook Highlights Arthur J. Gallagher, Aon, Brown and Brown and Willis Towers Watson Public",17.35,14.75,3341625088.0,155.05,46.45,22.54,57.63,IGNORE
UHS,https://www.tradingview.com/chart/?symbol=UHS,"Universal Health Services, Inc.",Healthcare,149.67,9060475904,9.6,17.7,-27.49,-10.89,12.58,174.04,200.23,False,False,False,NO CLEAR ENTRY,False,43.76,NEUTRAL,5,"Universal Health Services Reshapes GW Hospital Ties As Behavioral Chief Exits | UHS, George Washington University ink deal to stabilize struggling physician group | Why Is Universal Health Services (UHS) Down 3.6% Since Last Earnings Report?",6.25,5.88,650819008.0,67.405,21.37,8.56,57.5,IGNORE
ETN,https://www.tradingview.com/chart/?symbol=ETN,Eaton Corporation plc,Industrials,400.94,155684995072,16.8,-9.4,6.86,-2.12,49.76,392.78,362.99,True,True,True,BULLISH TREND,False,62.54,POSITIVE,5,"Eaton Corporation, PLC (ETN) Is a Trending Stock: Facts to Know Before Betting on It | Eaton or ABB: Which Electrification Giant Offers More Upside? | Morgan Stanley Says Eaton’s (ETN) Transformation Remains Underappreciated",39.27,25.5,2646500096.0,110.463,20.84,13.99,57.45,IGNORE
WRB,https://www.tradingview.com/chart/?symbol=WRB,W. R. Berkley Corporation,Financial Services,64.19,23896444928,4.0,26.0,-12.36,-4.12,42.59,66.34,70.02,False,False,False,NO CLEAR ENTRY,False,46.82,NEUTRAL,5,CINF vs. WRB: Which P&C Insurance Stock Should You Hold Now? | W.R. Berkley Stock Lost 10.9% in a Year:  Should You Buy the Dip? | 1 Unpopular Stock That Should Get More Attention and 2 We Turn Down,13.6,13.3,3222230528.0,31.76,20.16,12.64,57.4,IGNORE
MA,https://www.tradingview.com/chart/?symbol=MA,Mastercard Incorporated,Financial Services,497.45,439538810880,15.8,21.2,-4.36,-5.29,51.86,501.16,540.52,False,False,False,NO CLEAR ENTRY,False,48.17,NEUTRAL,5,"SoFi Technologies Surges 12% on Stablecoin Launch; Robinhood, Upstart Extend Fintech Bounce | AI-driven scam stores put retailers on alert | How Is Mastercard's Stock Performance Compared to Other FinTech Stocks?",28.79,21.85,16148124672.0,282.059,232.08,45.88,57.35,IGNORE
PGR,https://www.tradingview.com/chart/?symbol=PGR,The Progressive Corporation,Financial Services,192.35,112236232704,8.7,9.8,-9.82,-4.14,47.02,199.78,210.91,False,False,False,NO CLEAR ENTRY,False,55.22,NEUTRAL,5,"Progressive (PGR) Stock Sinks As Market Gains: Here's Why | Berkshire Hathaway Stock Lags Industry in 3 Months: Is it Still a Buy? | With EPS Growth And More, Progressive (NYSE:PGR) Makes An Interesting Case",9.78,11.87,15501625344.0,26.174,37.9,12.93,57.22,IGNORE
EW,https://www.tradingview.com/chart/?symbol=EW,Edwards Lifesciences Corporation,Healthcare,85.895,49458339840,16.7,8.2,-1.47,5.76,69.31,81.73,81.5,True,True,True,BULLISH TREND,False,64.38,POSITIVE,5,OPKO Health (OPK) Up 17.1% Since Last Earnings Report: Can It Continue? | Is Edwards Lifesciences (EW) Fairly Priced After Recent Share Price Strength? | Boston Scientific Bets on WATCHMAN to Drive Structural Heart Growth,46.43,25.52,902137472.0,6.806,10.46,17.39,57.1,IGNORE
RTX,https://www.tradingview.com/chart/?symbol=RTX,RTX Corporation,Industrials,179.71,242012487680,8.7,32.5,-14.94,4.44,57.95,184.81,179.4,False,True,True,NO CLEAR ENTRY,False,55.49,NEUTRAL,5,Defense Contractors Stocks Q1 Highlights: RTX (NYSE:RTX) | Why Is General Dynamics (GD) Up 1.4% Since Last Earnings Report? | Can GE's Growth Investments Create Long-Term Value for Investors?,33.72,23.78,7233375232.0,57.229,11.57,8.03,57.09,IGNORE
SYF,https://www.tradingview.com/chart/?symbol=SYF,Synchrony Financial,Financial Services,72.035,24230430720,6.1,20.1,5.37,-3.72,45.52,71.92,73.78,True,False,False,NO CLEAR ENTRY,False,48.47,NEUTRAL,5,2 Mid-Cap Stocks on Our Buy List and 1 We Turn Down | Synchrony’s Massive Buyback And Dividend Hike Could Be A Game Changer For Synchrony Financial (SYF) | A Look At Synchrony Financial’s Valuation After Recent Share Price Weakness,7.46,6.87,,,21.78,36.39,57.03,IGNORE
CI,https://www.tradingview.com/chart/?symbol=CI,The Cigna Group,Healthcare,278.655,73713278976,4.6,29.1,-3.67,-4.67,42.77,278.53,280.46,True,False,False,NO CLEAR ENTRY,False,66.96,POSITIVE,5,Here’s Why Cigna (CI) is Among the 12 Most Undervalued Stocks to Invest In | 3 of Wall Street’s Favorite Stocks on Our Watchlist | Stocks Finish Mostly Higher on Iran Peace Progress,2.45,8.32,6923375104.0,72.805,16.27,2.26,57.01,IGNORE
