Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
MU,https://www.tradingview.com/chart/?symbol=MU,"Micron Technology, Inc.",Technology,983.0,1110193471488.0,345.7,1368.5,104.09,-6.52,50.76,952.05,498.2,True,True,True,BUY THE DIP,False,49.56,NEUTRAL,5.0,Why Micron Stock Popped Today | Stock Market Today: Nasdaq Pounded As Oil Surges; Honeywell Crosses Trendline (Live Coverage) | Micron vs. SK Hynix: Which Is the Better Memory Stock to Buy?,22.22,6.39,7639499776.0,6.33,66.64,55.91,93.76,BUY SIGNAL
CNC,https://www.tradingview.com/chart/?symbol=CNC,Centene Corporation,Healthcare,63.61,31410427904.0,5.1,18.3,54.81,0.74,38.63,63.14,45.84,True,True,True,BULLISH TREND,False,51.29,NEUTRAL,5.0,Centene (CNC) Q2 Earnings Preview: What You Should Know Beyond the Headline Estimates | Is Centene Stock a Smart Buy Ahead of Q2 Earnings? Key Estimates | The Hidden Engine Behind Elevance Health Stock's Next Climb,,14.21,6847499776.0,76.049,-26.04,-3.61,63.85,WATCHLIST
WFC,https://www.tradingview.com/chart/?symbol=WFC,Wells Fargo & Company,Financial Services,86.19,261027741696.0,9.5,25.0,9.14,2.45,52.15,82.01,84.03,True,True,False,BULLISH TREND,False,60.23,POSITIVE,5.0,"Why Bank Stocks May Beat REITs for Dividends | Wall Street Says the Chip Selloff Is a Gift: $1.1 Trillion in AI Spending Is Coming | ARM Stock Takes A Breather After Three Days Of Gains — Wells Fargo Cuts Price Target, Warning Of A 'Tough Setup' Ahead",12.53,10.95,,,12.57,27.23,63.82,WATCHLIST
GOOG,https://www.tradingview.com/chart/?symbol=GOOG,Alphabet Inc.,Communication Services,319.83,3902748753920.0,24.2,294.1,-5.23,-7.57,32.43,363.59,322.53,False,False,True,NO CLEAR ENTRY,False,38.17,NEGATIVE,5.0,"Stock market today: Nasdaq drops over 2%, Dow and S&P 500 tumble as Big Tech gets crushed, oil prices surge | IBM may be caught up in latest bout of AI volatility: 'Don't concentrate in any one theme' | Tech stocks live: Tesla's earnings miss, Google's big spend sends both stocks lower",16.05,21.8,25521500160.0,17.605,48.68,54.77,63.65,WATCHLIST
CVNA,https://www.tradingview.com/chart/?symbol=CVNA,Carvana Co.,Consumer Cyclical,60.46,66314686464.0,52.0,11.9,-24.99,-6.74,35.17,67.29,72.53,False,False,False,NO CLEAR ENTRY,False,61.82,POSITIVE,5.0,Amazon (AMZN) Earnings Expected to Grow: Should You Buy? | A Strange Pairing Between Stellantis and Carvana Is a Match Made in Heaven | Carvana (CVNA) Earnings Expected to Grow: Should You Buy?,34.95,30.92,196750000.0,121.351,60.17,6.4,63.55,WATCHLIST
PLD,https://www.tradingview.com/chart/?symbol=PLD,"Prologis, Inc.",Real Estate,145.125,138463182848.0,12.3,85.3,2.7,-0.09,60.34,142.95,132.7,True,True,True,BULLISH TREND,False,66.08,POSITIVE,5.0,Crown Castle Q2 AFFO Beats Estimates on Lower Interest Expense | Segro Shares Rise After Board Yields to Prologis’s Final $18.7 Billion Takeover Bid | SEGRO jumps after board agrees to recommend Prologis deal,32.32,42.23,,62.702,7.75,43.58,63.49,WATCHLIST
TJX,https://www.tradingview.com/chart/?symbol=TJX,"The TJX Companies, Inc.",Consumer Cyclical,153.48,169550020608.0,9.2,29.3,-1.94,-6.61,47.99,156.41,153.31,False,True,True,BUY THE DIP,False,64.71,POSITIVE,5.0,"Investors Heavily Search The TJX Companies, Inc. (TJX): Here is What You Need to Know | Target's AI & Digital Investments Strengthen Retail Operations | 5 Sleeper Blue-Chip Stock Picks for Steady Long-Term Gains",29.86,26.65,4314250240.0,136.307,61.25,9.4,63.38,WATCHLIST
DRI,https://www.tradingview.com/chart/?symbol=DRI,"Darden Restaurants, Inc.",Consumer Cyclical,192.98,22102964224.0,13.7,36.0,-3.85,-7.62,35.65,200.7,193.27,False,False,True,NO CLEAR ENTRY,False,65.76,POSITIVE,5.0,"Confidence Is Back, But Earnings Show the Consumer Is Being Picky | Olive Garden Follows McDonald’s Bet on Value: Will Never Ending Pasta Pass Strategy Work? | Where Analysts Pushed Back On DRI's Latest Call",18.5,15.58,1075412480.0,362.378,53.72,9.13,63.36,WATCHLIST
CINF,https://www.tradingview.com/chart/?symbol=CINF,Cincinnati Financial Corporation,Financial Services,178.74,27648708608.0,11.6,,6.86,1.67,35.16,171.96,163.37,True,True,True,BULLISH TREND,False,52.5,NEUTRAL,5.0,Can Cincinnati Financial Surpass Estimates This Earnings Season? | These 4 Stocks Are Wall Street’s Most Reliable Dividend Growers | 5 Insurance Stocks Poised to Outperform Q2 Earnings Expectations,10.23,19.39,2748250112.0,5.626,18.73,21.33,63.3,WATCHLIST
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,245.575,35591917568.0,6.2,25.5,12.56,6.2,58.34,227.75,209.03,True,True,True,BULLISH TREND,False,52.15,NEUTRAL,5.0,Huntington Q2 Earnings Match Estimates as NII & Fee Income Rise Y/Y | BOK Financial Q2 Earnings Beat Estimates as NII & Fee Income Rise Y/Y | Is M&T Bank a Buy After Its Second-Quarter Beat?,13.01,11.67,,,10.74,32.09,63.17,WATCHLIST
AMCR,https://www.tradingview.com/chart/?symbol=AMCR,Amcor plc,Consumer Cyclical,42.825,19799955456.0,77.4,-11.7,9.83,5.92,38.99,40.65,41.04,True,True,False,BULLISH TREND,False,61.33,POSITIVE,5.0,"CoreWeave upgraded, IBM initiated: Wall Street's top analyst calls | Did Mondelez’s Recycled-Content Deal Just Shift LyondellBasell’s (LYB) Circular Plastics Investment Narrative? | Amcor’s new North American flexibles president talks growth",34.54,10.01,149500000.0,143.74,8.74,3.06,63.16,WATCHLIST
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,191.03,134291423232.0,5.5,59.7,7.2,6.96,44.5,183.72,203.27,True,False,False,NO CLEAR ENTRY,False,58.48,NEUTRAL,5.0,"TMO Q2 Earnings & Revenues Top Estimates, Stock Up in Pre-Market | The 'Standout Performance' That Could Save Thermo Fisher, Danaher And Others | Apple Fails to Overturn $634 Million Masimo Verdict",34.05,20.63,4325125120.0,52.97,7.61,15.95,63.08,WATCHLIST
COST,https://www.tradingview.com/chart/?symbol=COST,Costco Wholesale Corporation,Consumer Defensive,921.575,408699011072.0,21.5,45.5,-9.02,-3.77,38.09,971.39,955.33,False,False,True,NO CLEAR ENTRY,False,53.82,NEUTRAL,5.0,Is Costco Wholesale (COST) Undervalued As New Product Launches Test Its Premium Valuation? | Why China Could Become Costco's Next Membership Catalyst | Will Costco (COST) be Able to Continue High Dividend Growth?,46.45,40.69,6954375168.0,60.257,29.15,3.01,62.96,WATCHLIST
AMZN,https://www.tradingview.com/chart/?symbol=AMZN,"Amazon.com, Inc.",Consumer Cyclical,234.66,2524263481344.0,16.6,74.8,-8.01,0.23,41.34,249.92,234.54,False,True,True,NO CLEAR ENTRY,False,56.19,NEUTRAL,5.0,"Amazon Prime $2.5 billion FTC settlement: Are you eligible for a refund? | Tech's AI debt boom, in one chart | AT&T 'Strong' Wireless Execution Keeps Thesis Intact, RBC Says",28.1,23.66,9806624768.0,53.3,24.29,12.22,62.9,WATCHLIST
ULTA,https://www.tradingview.com/chart/?symbol=ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,477.955,20546955264.0,11.1,15.5,-14.43,4.05,61.59,478.21,556.5,False,False,False,NO CLEAR ENTRY,False,78.72,POSITIVE,5.0,Here's Why Ulta Beauty (ULTA) Fell More Than Broader Market | Ulta Beauty (ULTA) Stock Looks Reasonable On Earnings While Cash Flow Looks Strong | Is the Options Market Predicting a Spike in Ulta Beauty Stock?,17.91,15.0,973080128.0,89.209,47.45,9.35,62.85,WATCHLIST
AXP,https://www.tradingview.com/chart/?symbol=AXP,American Express Company,Financial Services,341.705,233154363392.0,11.6,17.6,7.56,1.44,42.54,330.31,337.39,True,True,False,BULLISH TREND,False,63.7,POSITIVE,5.0,Jim Cramer Highlights Strong Travel Numbers as Fuel for American Express | Jim Cramer Highlights Visa (V) as Consumer Credit Demand Soars | Will American Express or Verizon Come Out as an Earnings Winner?,21.34,16.94,,177.847,34.42,16.3,62.7,WATCHLIST
BEN,https://www.tradingview.com/chart/?symbol=BEN,"Franklin Resources, Inc.",Financial Services,32.13,16695942144.0,8.7,87.2,21.0,-3.96,31.67,32.21,26.26,False,True,True,NO CLEAR ENTRY,False,59.31,NEUTRAL,5.0,Top exec at $1.7 trillion Wall Street giant makes bold crypto call | What to Expect From Franklin Resources’ Next Quarterly Earnings Report | These Dividend Aristocrats Yield Enough to Let Your Passive Income Do the Heavy Lifting,24.53,10.37,-242137504.0,23.471,6.7,8.12,62.49,WATCHLIST
CI,https://www.tradingview.com/chart/?symbol=CI,The Cigna Group,Healthcare,286.195,75707850752.0,4.6,29.1,2.91,1.1,48.83,286.21,277.86,False,True,True,NO CLEAR ENTRY,False,47.87,NEUTRAL,5.0,2 Cash-Producing Stocks to Target This Week and 1 We Ignore | The Hidden Engine Behind Elevance Health Stock's Next Climb | What Kept Coming Up When Analysts Grilled UNH,12.13,8.55,6923375104.0,72.805,16.27,2.26,62.48,WATCHLIST
EMR,https://www.tradingview.com/chart/?symbol=EMR,Emerson Electric Co.,Industrials,143.62,80441556992.0,2.9,27.9,1.24,0.31,58.21,140.15,138.29,True,True,True,BULLISH TREND,False,55.11,NEUTRAL,5.0,Emerson Electric Co. (EMR) Is a Trending Stock: Facts to Know Before Betting on It | How is Data Center Expansion Reshaping Eaton's Business? | Valmont Industries (VMI) Tops Q2 Earnings and Revenue Estimates,33.32,20.03,3272250112.0,69.182,12.33,13.35,62.46,WATCHLIST
HUM,https://www.tradingview.com/chart/?symbol=HUM,Humana Inc.,Healthcare,390.23,46851600384.0,23.5,-4.6,81.97,8.92,46.24,358.44,261.13,True,True,True,BULLISH TREND,False,50.0,ERROR,0.0,,41.6,24.34,1431374976.0,77.073,6.28,0.82,62.45,WATCHLIST
RMD,https://www.tradingview.com/chart/?symbol=RMD,ResMed Inc.,Healthcare,191.89,27834869760.0,10.8,10.5,-12.46,0.33,35.85,198.82,233.25,False,False,False,NO CLEAR ENTRY,False,65.84,POSITIVE,5.0,"3 Cash-Heavy Stocks to Research Further | ResMed Earnings Growth Seen Strong as Ventilator Issue Clouds FY27, UBS Says | SpaceX initiated, Lululemon downgraded: Wall Street's top analyst calls",18.49,15.93,1446655104.0,12.988,25.25,27.44,62.32,WATCHLIST
JBL,https://www.tradingview.com/chart/?symbol=JBL,Jabil Inc.,Technology,320.4,33573781504.0,11.8,27.6,-5.33,-14.1,38.83,352.46,274.94,False,True,True,BUY THE DIP,False,54.4,NEUTRAL,5.0,The Single Biggest Reason to Buy Celestica Ahead of July 27 Q2 Earnings | Celestica to Release Q2 Earnings: How to Approach the Stock Now? | Flex vs. Jabil: Which EMS Stock is the Better Buy Now?,40.1,19.13,1211624960.0,297.136,65.88,2.57,62.3,WATCHLIST
CRM,https://www.tradingview.com/chart/?symbol=CRM,"Salesforce, Inc.",Technology,157.41,128918790144.0,13.3,52.2,-8.93,2.6,41.52,170.14,206.07,False,False,False,NO CLEAR ENTRY,False,51.68,NEUTRAL,5.0,"Key Catalysts Behind Salesforce’s (CRM) Compelling Outlook | Zacks Investment Ideas feature highlights: Salesforce, Atlassian and Workday | E-Commerce Update - Accelerating Growth Transforming Global Fulfillment Services",18.26,10.15,16552999936.0,124.282,16.91,18.73,62.23,WATCHLIST
GILD,https://www.tradingview.com/chart/?symbol=GILD,"Gilead Sciences, Inc.",Healthcare,130.01,161416495104.0,4.4,54.8,-2.08,3.97,47.94,129.36,129.99,True,True,False,BULLISH TREND,False,48.62,NEUTRAL,5.0,Summit counters PD-1/VEGF skeptics; Celldex drug fails skin disease study | Gilead (GILD) Will Bring New HIV Data And A Merck Regimen To AIDS 2026 | 3 Market-Beating Stocks with Solid Fundamentals,17.69,13.5,7934125056.0,94.635,43.36,30.99,62.04,WATCHLIST
HSY,https://www.tradingview.com/chart/?symbol=HSY,The Hershey Company,Consumer Defensive,171.56,34799808512.0,10.6,93.6,-10.01,-4.3,32.72,181.08,190.43,False,False,False,NO CLEAR ENTRY,False,63.29,POSITIVE,5.0,"Hershey (HSY) Earnings Expected to Grow: Should You Buy? | Hershey Q2 Print Unlikely to Be Meaningful Catalyst, UBS Says | Milton Hershey School Trust Sells 30,000 Hershey Shares for $5.2 Million. Here's What Investors Should Know.",31.89,17.38,1527240576.0,120.011,23.23,9.12,61.71,WATCHLIST
TEL,https://www.tradingview.com/chart/?symbol=TEL,TE Connectivity plc,Technology,198.79,58025967616.0,13.8,19.2,-7.04,-2.1,51.97,205.41,219.09,False,False,False,NO CLEAR ENTRY,False,56.25,NEUTRAL,5.0,Wall Street Analysts Believe TE Connectivity (TEL) Could Rally 26.98%: Here's is How to Trade | TE Connectivity (TEL) Stock Looks Fully Priced Despite Cheap Earnings | TE Connectivity PLC (TEL) Q3 2026 Earnings Call Highlights: Record Orders and Strategic ...,19.47,15.48,2394749952.0,42.052,23.29,15.61,61.55,WATCHLIST
TMO,https://www.tradingview.com/chart/?symbol=TMO,Thermo Fisher Scientific Inc.,Healthcare,572.32,212686405632.0,6.2,11.3,21.97,21.94,71.26,489.6,528.71,True,True,False,WATCH - OVERBOUGHT,False,52.37,NEUTRAL,5.0,"The 'Standout Performance' That Could Save Thermo Fisher, Danaher And Others | Why Is Thermo Fisher (TMO) Stock Rocketing Higher Today | TMO Q2 Earnings & Revenues Top Estimates, Stock Up in Pre-Market",31.41,21.0,5520625152.0,82.903,13.52,15.15,61.54,WATCHLIST
NFLX,https://www.tradingview.com/chart/?symbol=NFLX,"Netflix, Inc.",Communication Services,69.165,287998869504.0,13.4,11.1,-25.48,-5.02,21.29,79.05,92.77,False,False,False,NO CLEAR ENTRY,False,61.65,POSITIVE,5.0,"Here Is Why You Should Buy Netflix And Roku | The Big Question Hanging Over Netflix Stock | Comcast's Peacock records first ever profit on World Cup, 'Love Island USA' boost",21.75,18.14,25387552768.0,55.236,49.54,28.22,61.48,WATCHLIST
HLT,https://www.tradingview.com/chart/?symbol=HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,318.37,72476409856.0,11.0,35.0,-4.72,-7.4,31.25,332.02,303.75,False,True,True,BUY THE DIP,False,50.0,NEUTRAL,5.0,V.F. Corp. Set to Report Q1 Earnings: What Investors Should Expect | Hilton Stock Before Q2 Earnings: Buy Now or Wait for Results? | Hyatt Hotels (H) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,48.61,30.49,1684499968.0,,,30.41,61.35,WATCHLIST
MPWR,https://www.tradingview.com/chart/?symbol=MPWR,"Monolithic Power Systems, Inc.",Technology,1378.705,67735773184.0,26.1,39.5,-13.28,-3.02,57.76,1472.29,1196.43,False,True,True,NO CLEAR ENTRY,False,61.66,POSITIVE,5.0,Monolithic Power (MPWR) Reports Next Week: Wall Street Expects Earnings Growth | Monolithic Power Systems (MPWR) vs. TXN and ADI: Are Investors Paying Too Much for AI Power Growth? | 3 AI Stocks That Can Outperform Nvidia Next Year,98.62,45.07,491719136.0,0.543,19.57,22.98,61.33,WATCHLIST
WAB,https://www.tradingview.com/chart/?symbol=WAB,Westinghouse Air Brake Technologies Corporation,Industrials,297.99,50333741056.0,13.0,12.8,11.72,10.26,80.04,265.03,239.31,True,True,True,WATCH - OVERBOUGHT,False,60.27,POSITIVE,5.0,"UNP Q2 Earnings & Revenues Beat Estimates, Up Y/Y, EPS View Raised | CSX Q2 Earnings & Revenues Beat Estimates, Up Y/Y, EPS View Raised | Westinghouse Air Brake Technologies (WAB) is a Great Momentum Stock: Should You Buy?",40.16,24.09,1123250048.0,62.03,11.31,10.52,61.32,WATCHLIST
CRWD,https://www.tradingview.com/chart/?symbol=CRWD,"CrowdStrike Holdings, Inc.",Technology,182.99,186331267072.0,25.6,,64.34,7.5,43.42,176.97,130.9,True,True,True,BULLISH TREND,False,56.33,NEUTRAL,5.0,"Cerebras Scores With CrowdStrike Deal: What it Means for Investors | Prediction: 1 Reason Palantir Could Keep Beating the Market | CrowdStrike Just Became Wall Street's Newest Stock-Split Stock, but Something More ""Magnificent"" May Be Next",,117.13,1926365056.0,17.568,-0.25,-0.6,61.31,WATCHLIST
BNY,https://www.tradingview.com/chart/?symbol=BNY,BNY,Financial Services,159.985,108550463488.0,13.1,26.9,18.61,8.62,70.54,145.47,124.28,True,True,True,WATCH - OVERBOUGHT,False,69.01,POSITIVE,5.0,BNY (BNY) Upgraded to Strong Buy: Here's What You Should Know | BNY (BNY) is a Great Momentum Stock: Should You Buy? | BNY (BNY) Q2 2026 Earnings Call Transcript,18.69,15.64,,,14.12,29.41,61.22,WATCHLIST
TFC,https://www.tradingview.com/chart/?symbol=TFC,Truist Financial Corporation,Financial Services,51.2,62547251200.0,8.2,36.7,1.99,3.08,51.19,49.6,47.85,True,True,True,BULLISH TREND,False,46.78,NEUTRAL,5.0,"Truist cuts Norwegian Cruise Line to Hold on rising promotional activity | Update: Tesla Shares Fall After Q2 Adjusted Earnings Decline, Truist Cuts Price Target | Update: Tesla Q2 Adjusted Earnings Fall, Sales Rise; Truist Cuts Price Target as Pressure on Margins, Free Cash Flow to Continue",11.77,10.23,,,9.06,30.69,61.09,WATCHLIST
TRMB,https://www.tradingview.com/chart/?symbol=TRMB,Trimble Inc.,Technology,50.35,11737164800.0,11.8,55.6,-25.24,2.36,38.67,52.99,68.0,False,False,False,NO CLEAR ENTRY,False,53.55,NEUTRAL,5.0,"ADSK Stock: Where Compounding Could Take The Price | Wall Street Analysts Think Trimble (TRMB) Could Surge 53.96%: Read This Before Placing a Bet | CoreWeave upgraded, IBM initiated: Wall Street's top analyst calls",26.36,12.34,370112512.0,25.062,8.25,12.38,60.93,WATCHLIST
MET,https://www.tradingview.com/chart/?symbol=MET,"MetLife, Inc.",Financial Services,92.79,59704500224.0,2.7,35.9,22.93,5.41,62.75,86.49,78.56,True,True,True,BULLISH TREND,False,50.13,NEUTRAL,5.0,Old Republic International (ORI) Misses Q2 Earnings and Revenue Estimates | NJ Transit Avoids World Cup Meltdown After Pouring in Millions | What to Expect From MetLife's Next Quarterly Earnings Report,17.95,8.44,-17429749760.0,178.019,13.01,4.67,60.81,WATCHLIST
INTU,https://www.tradingview.com/chart/?symbol=INTU,Intuit Inc.,Technology,281.13,76899459072.0,10.4,10.7,-26.33,9.43,54.15,300.04,473.69,False,False,False,NO CLEAR ENTRY,False,44.29,NEUTRAL,5.0,History Has An Opinion On This INTU Price Level | Generative AI Disruption Fears Hurt Intuit (INTU) | Intuit (INTU) Faces Class Action Over TurboTax Growth Claims And Job Cuts,17.15,10.29,5232000000.0,33.448,22.5,21.91,60.59,WATCHLIST
GLW,https://www.tradingview.com/chart/?symbol=GLW,Corning Incorporated,Technology,157.0781,135187349504.0,20.0,138.9,-7.19,-19.06,27.97,189.35,133.47,False,True,True,NO CLEAR ENTRY,False,66.65,POSITIVE,5.0,Nokia's Q2 Earnings Beat Estimates on Higher AI & Cloud Demand | TMUS Q2 Earnings Top Estimates on Strong Service Revenue Growth | Countdown to Corning (GLW) Q2 Earnings: A Look at Estimates Beyond Revenue and EPS,75.52,36.61,612000000.0,80.363,16.74,11.09,60.48,WATCHLIST
PG,https://www.tradingview.com/chart/?symbol=PG,The Procter & Gamble Company,Consumer Defensive,146.185,340406239232.0,7.4,5.8,1.08,-3.1,40.68,146.81,146.93,False,False,False,NO CLEAR ENTRY,False,51.47,NEUTRAL,5.0,Procter & Gamble to Report Q4 Earnings: What Should You Know? | Analysts Estimate Procter & Gamble (PG) to Report a Decline in Earnings: What to Look Out for | Procter & Gamble (PG) Expands Egypt Manufacturing To Serve Gulf And African Markets,21.34,20.73,12733750272.0,67.651,31.11,19.16,60.47,WATCHLIST
TECH,https://www.tradingview.com/chart/?symbol=TECH,Bio-Techne Corporation,Healthcare,71.77,11182530560.0,-1.5,128.6,32.69,27.57,66.67,59.11,59.14,True,True,False,BULLISH TREND,False,56.11,NEUTRAL,5.0,What to Expect From Bio-Techne's Next Quarterly Earnings Report | Q1 Earnings Outperformers: Bio-Techne (NASDAQ:TECH) And The Rest Of The Research Tools & Consumables Stocks | SkylineDx’s Merlin CP-GEP Granted FDA Breakthrough Device Designation,102.53,35.09,299849376.0,13.922,5.34,9.05,60.44,WATCHLIST
EBAY,https://www.tradingview.com/chart/?symbol=EBAY,eBay Inc.,Consumer Cyclical,109.31,48533639168.0,19.5,7.1,6.01,0.31,36.07,111.53,95.5,False,True,True,NO CLEAR ENTRY,False,47.08,NEUTRAL,5.0,Amazon Falls 4% as Senate China Probe and AI-Spending Jitters Weigh Ahead of Earnings | How Wide Is the Road Ahead for eBay Stock? | PayPal Rejected a $53 Billion Takeover Bid: Is the Stock Undervalued?,25.24,16.22,1200375040.0,163.327,42.88,17.61,60.17,WATCHLIST
ADBE,https://www.tradingview.com/chart/?symbol=ADBE,Adobe Inc.,Technology,213.04,84683399168.0,12.7,7.9,-10.85,7.91,44.93,228.32,279.44,False,False,False,NO CLEAR ENTRY,False,56.78,NEUTRAL,5.0,"E-Commerce Update - Accelerating Growth Transforming Global Fulfillment Services | CRM Paid Holders $63 Billion While The Stock Went Nowhere | Adobe Chief People Officer Gloria Chen Sells 1,607 Shares for Tax Withholding",12.18,7.75,9218374656.0,61.443,62.95,28.69,60.09,WATCHLIST
AMGN,https://www.tradingview.com/chart/?symbol=AMGN,Amgen Inc.,Healthcare,367.59,198391365632.0,5.8,4.4,6.24,5.93,43.41,349.2,337.78,True,True,True,BULLISH TREND,False,54.61,NEUTRAL,5.0,Verizon Was Booted From the Dow – 5 Dividend Giants Got the Same Treatment and Eventually Soared | Colorado Enbrel Price Cap Setback Might Change The Case For Investing In Amgen (AMGN) | Sector Update: Healthcare Stocks Softer Late Afternoon,25.54,15.67,7436624896.0,623.754,101.32,20.96,60.07,WATCHLIST
CBRE,https://www.tradingview.com/chart/?symbol=CBRE,"CBRE Group, Inc.",Real Estate,135.72,39741067264.0,18.6,98.1,-9.1,1.88,41.77,134.43,148.18,True,False,False,NO CLEAR ENTRY,False,52.02,NEUTRAL,5.0,"CBRE Group (CBRE) Earnings Expected to Grow: Should You Buy? | India's Imagicaaworld bets on experience economy with $104 million expansion plan | Peak office use hits 80%, topping pre-pandemic levels: CBRE",31.06,15.29,1094499968.0,113.689,15.6,3.11,60.06,WATCHLIST
CEG,https://www.tradingview.com/chart/?symbol=CEG,Constellation Energy Corporation,Utilities,274.27,97942364160.0,63.8,1091.0,-6.17,1.48,77.54,264.06,310.5,True,False,False,WATCH - OVERBOUGHT,False,69.65,POSITIVE,5.0,Energy Transition Today - Idaho's Energy Future Brightens With Major Solar Projects | Why Constellation Energy Stock Blasted Higher on Wednesday | Nuclear Stocks Rally Off Lows On Milestone U.S. Deal And AI Program,23.81,20.19,-4478875136.0,66.428,16.1,12.69,60.02,WATCHLIST
