Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GEV,https://www.tradingview.com/chart/?symbol=GEV,GE Vernova Inc.,Industrials,1048.61,281782484992,16.3,1816.5,20.11,-6.39,39.0,996.07,744.54,True,True,True,HIGH CONVICTION DIP BUY,True,62.03,POSITIVE,5,"GE Vernova Turbine Milestone Raises Questions On Cash Flows And Dividends | Dow Jones Futures Rise After S&P 500, Nasdaq Hit Highs; 5 AI Stocks In Buy Areas | Why GE Vernova Stock Triumphed on Tuesday",30.61,42.78,9315624960.0,24.925,75.71,23.81,90.66,BUY SIGNAL
CINF,https://www.tradingview.com/chart/?symbol=CINF,Cincinnati Financial Corporation,Financial Services,163.995,25367851008,11.6,,0.6,-0.99,62.05,162.57,159.88,True,True,True,BULLISH TREND,False,52.76,NEUTRAL,5,Cincinnati Financial (CINF) Up 1.3% Since Last Earnings Report: Can It Continue? | MCY Outperforms Industry in a Year: Time to Add It for Better Returns? | Cincinnati Financial Stock: Analyst Estimates & Ratings,9.38,17.86,2748250112.0,5.626,18.73,21.33,63.32,WATCHLIST
CME,https://www.tradingview.com/chart/?symbol=CME,CME Group Inc.,Financial Services,277.755,100359200768,14.4,21.3,-10.99,-1.48,41.49,294.35,277.32,False,True,True,NO CLEAR ENTRY,False,57.5,NEUTRAL,5,"ICE Stock Declines 13% in a Year: What Should Investors Do Now? | Move Over, AST SpaceMobile: Alphabet Has a Surprising New No. 1 Holding... and It's From the Financial Sector | Place Your Bets – Futures Traders Are About To See The Launch Of AI Semiconductor Contracts",23.68,21.52,3030237440.0,14.059,15.92,63.32,63.3,WATCHLIST
IBKR,https://www.tradingview.com/chart/?symbol=IBKR,"Interactive Brokers Group, Inc.",Financial Services,79.98,135953661952,16.8,22.9,12.33,3.07,32.91,76.6,70.06,True,True,True,BULLISH TREND,False,41.48,NEUTRAL,5,Interactive Brokers Has Quietly Become One of the Best-Run Brokerages on Wall Street | COIN vs. IBKR: Which High-Growth Trading Stock Has an Edge? | Is It Worth Investing in Interactive Brokers (IBKR) Based on Wall Street's Bullish Views?,34.32,28.0,,152.192,23.56,16.11,63.17,WATCHLIST
AME,https://www.tradingview.com/chart/?symbol=AME,"AMETEK, Inc.",Industrials,227.65,52178063360,11.3,14.5,-4.69,-2.28,30.39,226.09,208.02,True,True,True,BULLISH TREND,False,64.17,POSITIVE,5,Q1 Earnings Highs And Lows: AMETEK (NYSE:AME) Vs The Rest Of The Internet of Things Stocks | 2 Industrials Stocks with Exciting Potential and 1 We Turn Down | Is AMETEK (AME) Pricing Too Rich After Strong Multi Year Share Price Gains,34.34,25.84,1385356544.0,22.489,14.63,20.11,63.03,WATCHLIST
WTW,https://www.tradingview.com/chart/?symbol=WTW,Willis Towers Watson Public Limited Company,Financial Services,253.75,23966173184,8.5,33.0,-16.57,-12.3,51.31,276.18,310.19,False,False,False,NO CLEAR ENTRY,False,52.62,NEUTRAL,5,"Zacks Industry Outlook Highlights Arthur J. Gallagher, Aon, Brown and Brown and Willis Towers Watson Public | A Look At Willis Towers Watson (WTW) Valuation After Law Firm Investigation And Q1 2026 Slowdown | 4 Insurance Brokerage Stocks to Gain From Demand and M&A",14.9,11.45,2052125056.0,85.693,20.61,16.84,63.01,WATCHLIST
ALGN,https://www.tradingview.com/chart/?symbol=ALGN,"Align Technology, Inc.",Healthcare,163.28,11693807616,6.2,23.9,-14.11,-11.6,34.52,174.09,157.73,False,True,True,BUY THE DIP,False,53.61,NEUTRAL,5,What Are Wall Street Analysts' Target Price for Align Technology Stock? | Align Technology to establish $200m manufacturing facility in India | Will Align’s US$200 Million India Plant Shift Align Technology's (ALGN) Global Expansion and Efficiency Narrative?,27.44,13.19,538981504.0,2.797,10.82,10.5,62.99,WATCHLIST
DXCM,https://www.tradingview.com/chart/?symbol=DXCM,"DexCom, Inc.",Healthcare,70.52,27211761664,15.0,92.2,-3.96,14.88,72.05,63.7,67.89,True,True,False,WATCH - OVERBOUGHT,False,62.05,POSITIVE,5,"How The DexCom (DXCM) Investment Story Is Shifting With New Guidance And Valuation Resets | Live Longer and Better. Does ’Biohacking’ Really Work? | S&P 500 Posts Eighth Consecutive Weekly Gain Led by Health Care, Utilities",30.27,23.01,1056637504.0,46.833,35.62,19.31,62.96,WATCHLIST
ADBE,https://www.tradingview.com/chart/?symbol=ADBE,Adobe Inc.,Technology,239.31,96729104384,12.0,11.1,-8.8,0.0,41.52,244.46,304.79,False,False,False,NO CLEAR ENTRY,False,47.89,NEUTRAL,5,"Mutual funds still hate battered software stocks: By the numbers | AI Disruption Concerns Weighed on Adobe’s (ADBE) Performance | Zacks Investment Ideas feature highlights: Intuit, iShares Expanded Tech-Software Sector ETF, Salesforce, Adobe, ServiceNow",13.94,9.07,9321374720.0,58.34,58.77,29.48,62.58,WATCHLIST
ZBRA,https://www.tradingview.com/chart/?symbol=ZBRA,Zebra Technologies Corporation,Technology,249.905,11903822848,14.3,3.8,11.58,13.08,60.87,225.85,258.96,True,False,False,NO CLEAR ENTRY,False,50.4,NEUTRAL,5,What Are Wall Street Analysts' Target Price for Zebra Technologies Stock? | Is Zebra Technologies (ZBRA) Pricing Reflect Recent Rebound And Long Term Share Price Weakness | Zebra Technologies (ZBRA) Strategic Investment in Apera AI Accelerates Industrial Automation Workflow,30.18,12.07,559000000.0,82.104,11.78,7.49,62.48,WATCHLIST
ADM,https://www.tradingview.com/chart/?symbol=ADM,Archer-Daniels-Midland Company,Consumer Defensive,79.9829,38548279296,1.6,0.9,16.61,14.13,58.29,73.19,64.34,True,True,True,BULLISH TREND,False,63.18,POSITIVE,5,Buy 3 AgriTech & Food Innovation Stocks to Lift Your Portfolio Returns | Is Archer-Daniels-Midland (ADM) Attractive After Its 66% One-Year Share Price Surge? | Here's Why Archer Daniels Midland (ADM) is a Strong Momentum Stock,35.71,15.41,1578499968.0,46.128,4.77,1.34,62.4,WATCHLIST
MPC,https://www.tradingview.com/chart/?symbol=MPC,Marathon Petroleum Corporation,Energy,249.89,72952045568,8.8,,26.55,10.4,54.22,238.89,198.49,True,True,True,BULLISH TREND,False,59.24,NEUTRAL,5,"Marathon Petroleum Insiders Sell US$2.3m Of Stock, Possibly Signalling Caution | Stocks Finish Mostly Higher on Iran Peace Progress | May-Sept. is Peak Driving Season in the U.S. Can Road Trips Move the Needle for These 3 Energy Stocks?",16.46,11.12,3518749952.0,146.523,27.46,3.41,62.39,WATCHLIST
CI,https://www.tradingview.com/chart/?symbol=CI,The Cigna Group,Healthcare,284.45,75246247936,4.6,29.1,-1.31,0.66,51.97,277.8,280.38,True,True,False,BULLISH TREND,False,72.3,POSITIVE,5,Stocks Finish Mostly Higher on Iran Peace Progress | Sector Update: Healthcare Stocks Decline Late Afternoon | S&P 500 and Nasdaq 100 Climb to Record Highs on Tech Stock Strength,2.5,8.49,6923375104.0,72.805,16.27,2.26,62.23,WATCHLIST
KVUE,https://www.tradingview.com/chart/?symbol=KVUE,Kenvue Inc.,Consumer Defensive,17.7551,34089947136,4.5,46.9,-6.02,2.5,57.86,17.24,17.15,True,True,True,BULLISH TREND,False,66.67,POSITIVE,5,Is Colgate Too Dependent on Pricing Actions for Revenue Growth? | Best Income Stocks to Buy for May 26th | KVUE or LRLCY: Which Is the Better Value Stock Right Now?,21.14,14.36,1858000000.0,82.975,15.7,10.61,61.98,WATCHLIST
PNC,https://www.tradingview.com/chart/?symbol=PNC,"The PNC Financial Services Group, Inc.",Financial Services,221.195,88824094720,13.8,17.7,4.97,-0.06,47.75,215.08,204.48,True,True,True,BULLISH TREND,False,51.58,NEUTRAL,5,PNC Financial (PNC) Shares See Higher Valuation from Citi | 3 Bank Stocks with Warning Signs | Is It Too Late To Consider PNC Financial (PNC) After Its 107% Three Year Run?,12.86,10.52,,,12.1,31.31,61.93,WATCHLIST
KIM,https://www.tradingview.com/chart/?symbol=KIM,Kimco Realty Corporation,Real Estate,24.515,16532664320,4.0,29.4,5.26,2.66,62.06,23.3,21.6,True,True,True,BULLISH TREND,False,63.51,POSITIVE,5,Realty Income's Occupancy Edge: Can 98.9% Stability Hold? | Kimco Realty Sued by Coffee Drip Over Allegations of Fraudulent Business Practices | Why Kimco Realty (KIM) is a Great Dividend Stock Right Now,28.18,28.42,838712128.0,78.788,5.86,28.54,61.88,WATCHLIST
DAL,https://www.tradingview.com/chart/?symbol=DAL,"Delta Air Lines, Inc.",Industrials,82.09,53932666880,12.9,,25.28,20.69,70.12,69.16,64.66,True,True,True,WATCH - OVERBOUGHT,False,64.95,POSITIVE,5,"American Airlines to use SpaceX's Starlink, joining United & JetBlue | Oil Prices Fall, Despite Iran's 14-Point 'Fabrication'; Airline Stocks Fly | Airline stocks rally as oil retreat eases fuel cost pressure",11.98,10.19,3093374976.0,105.021,24.99,6.87,61.85,WATCHLIST
TSLA,https://www.tradingview.com/chart/?symbol=TSLA,"Tesla, Inc.",Consumer Cyclical,440.6,1654940893184,15.8,8.3,9.47,16.37,64.22,390.08,411.14,True,True,False,BULLISH TREND,False,50.0,NEUTRAL,5,Micron joins the $1 trillion club as AI memory rally outruns megacaps: Chart of the Day | $1.29B bitcoin dark pool trade: What to know | $1.29 billion of BlackRock's bitcoin ETF sold in dark pool trade,408.0,175.58,5251999744.0,18.738,4.9,3.95,61.75,WATCHLIST
SPGI,https://www.tradingview.com/chart/?symbol=SPGI,S&P Global Inc.,Financial Services,412.61,122132553728,10.4,32.5,-6.62,-5.63,42.7,424.79,478.27,False,False,False,NO CLEAR ENTRY,False,47.18,NEUTRAL,5,"Does JPMorgan Chase pay dividends? Yield & payout explained | Nasdaq, S&P 500 Log New Peaks as Micron Drives Tech Rally | Is S&P Global (SPGI) One of the Top Picks for a Dividend Stock Portfolio For Retirement?",26.11,18.58,5298874880.0,38.392,13.94,30.36,61.67,WATCHLIST
AJG,https://www.tradingview.com/chart/?symbol=AJG,Arthur J. Gallagher & Co.,Financial Services,202.9824,52154703872,34.6,16.2,-10.78,-5.62,57.19,211.24,249.15,False,False,False,NO CLEAR ENTRY,False,63.21,POSITIVE,5,"AJG Strengthens Specialty Insurance via Acquisition of Twin Elms | Arthur J. Gallagher Stock Outlook: Is Wall Street Bullish or Bearish? | Zacks Industry Outlook Highlights Arthur J. Gallagher, Aon, Brown and Brown and Willis Towers Watson Public",32.85,13.67,1080225024.0,56.18,7.01,11.35,61.66,WATCHLIST
DOV,https://www.tradingview.com/chart/?symbol=DOV,Dover Corporation,Industrials,213.25,28716546048,10.1,5.3,-5.43,-5.74,30.89,215.67,196.86,False,True,True,BUY THE DIP,False,56.29,NEUTRAL,5,Dover Stock Outlook: Is Wall Street Bullish or Bearish? | Assessing Dover (DOV) Valuation As Recent Share Price Momentum Cools | 3 Unpopular Stocks We Keep Off Our Radar,26.69,18.42,840764352.0,43.927,15.0,13.3,61.6,WATCHLIST
NTAP,https://www.tradingview.com/chart/?symbol=NTAP,"NetApp, Inc.",Technology,142.26,28176064512,4.4,16.0,44.39,31.19,90.01,109.65,109.51,True,True,True,WATCH - OVERBOUGHT,False,58.64,NEUTRAL,5,Seagate vs. NetApp: Which Data Management Stock is the Better Bet? | NetApp Stock Rallies Ahead Of Earnings As Data Storage Rival Everpure Chases Breakout | 3 Reasons to Add NetApp Stock to Your Watchlist Now (Hint: Shares Are Undervalued Here),23.87,16.67,1116000000.0,236.097,112.59,18.07,61.59,WATCHLIST
RF,https://www.tradingview.com/chart/?symbol=RF,Regions Financial Corporation,Financial Services,28.175,24043966464,7.3,21.6,2.21,-0.3,49.61,27.16,26.57,True,True,True,BULLISH TREND,False,67.09,POSITIVE,5,"Regions to pay $4.9M for allegedly forgiving ineligible PPP loan | Regions Financial (RF): Buy, Sell, or Hold Post Q1 Earnings? | A Look At Regions Financial (RF) Valuation After Recent Steady Share Price Performance",11.69,9.87,,,11.89,31.0,61.57,WATCHLIST
RMD,https://www.tradingview.com/chart/?symbol=RMD,ResMed Inc.,Healthcare,207.98,30168825856,10.8,10.5,-18.6,-6.05,48.17,217.39,248.6,False,False,False,NO CLEAR ENTRY,False,56.53,NEUTRAL,5,Do Wall Street Analysts Like ResMed Stock? | 2 Healthcare Stocks to Research Further and 1 We Find Risky | 3 Large-Cap Stocks to Consider Right Now,20.04,17.05,1446655104.0,12.988,25.25,27.44,61.57,WATCHLIST
TRMB,https://www.tradingview.com/chart/?symbol=TRMB,Trimble Inc.,Technology,54.695,12750034944,11.8,55.6,-18.21,-18.57,18.85,63.66,73.66,False,False,False,NO CLEAR ENTRY,False,60.54,POSITIVE,5,1 Oversold Stock Set for a Comeback and 2 We Avoid | Assessing Trimble (TRMB) Valuation After Recent Share Price Pullback And Subscription Growth Narrative | Trimble Glacier Mapping Highlights Growing Role In Climate And Geospatial Work,28.64,13.44,370112512.0,25.062,8.25,12.38,61.49,WATCHLIST
WDAY,https://www.tradingview.com/chart/?symbol=WDAY,"Workday, Inc.",Technology,125.09,30893910016,13.5,248.0,-6.48,6.16,52.26,125.32,186.66,False,False,False,NO CLEAR ENTRY,False,60.53,POSITIVE,5,"WDAY vs. SPOT: Which Stock Is the Better Value Option? | How Much Upside is Left in Workday (WDAY)? Wall Street Analysts Think 46.84% | FedEx upgraded, Dollar General downgraded: Wall Street's top analyst calls",38.97,9.92,3118749952.0,56.936,10.86,8.6,61.49,WATCHLIST
INTU,https://www.tradingview.com/chart/?symbol=INTU,Intuit Inc.,Technology,311.58,85228650496,10.4,10.7,-23.59,-20.09,32.23,396.56,552.17,False,False,False,NO CLEAR ENTRY,False,54.05,NEUTRAL,5,"These 3 Stocks Recently Hit New 52-Week Lows. Could They Be Bargain Buys? | FedEx upgraded, Dollar General downgraded: Wall Street's top analyst calls | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Agilent, Dollar General, FedEx, GE Aerospace, Hershey, Intuit, SanDisk, Workday, Zscaler, and More",19.02,11.42,5232000000.0,33.448,22.5,21.91,61.37,WATCHLIST
TPR,https://www.tradingview.com/chart/?symbol=TPR,"Tapestry, Inc.",Consumer Cyclical,139.915,28269084672,21.2,73.7,-9.76,-4.48,39.02,142.24,126.23,False,True,True,NO CLEAR ENTRY,False,63.68,POSITIVE,5,"DICK'S Sporting Q1 Earnings Miss Estimates, Comparable Sales Up 6% | Capri Holdings Beats Q4 Earnings Estimates, Sees FY27 Growth Ahead | CEO John Idol Said Capri Holdings Is Ready to Build Again",42.66,18.14,1529737472.0,574.912,60.91,8.44,61.24,WATCHLIST
ROP,https://www.tradingview.com/chart/?symbol=ROP,"Roper Technologies, Inc.",Technology,318.865,32179013632,11.3,59.2,-8.59,-9.53,28.47,346.8,419.87,False,False,False,NO CLEAR ENTRY,False,45.27,NEUTRAL,5,Roper Technologies (ROP): 10 Cheap NASDAQ Stocks to Buy Right Now | Roper Technologies Stock: Is Wall Street Bullish or Bearish? | Roche Breast Cancer Data At ASCO 2026 Tests Pipeline Narrative,19.9,13.34,2169925120.0,55.606,9.01,21.12,61.22,WATCHLIST
ALL,https://www.tradingview.com/chart/?symbol=ALL,The Allstate Corporation,Financial Services,209.965,54049382400,3.0,338.4,-1.63,-1.98,38.68,212.93,205.75,False,True,True,NO CLEAR ENTRY,False,54.94,NEUTRAL,5,This Allstate Insider Reduced Their Stake By 13% | Assessing Allstate (ALL) Valuation As Long Term Returns Contrast With Steadier Recent Performance | 3 Large-Cap Stocks to Consider Right Now,4.65,8.01,12428999680.0,23.719,45.22,17.81,61.2,WATCHLIST
CTVA,https://www.tradingview.com/chart/?symbol=CTVA,"Corteva, Inc.",Basic Materials,79.95,53472153600,11.0,12.1,0.01,0.67,43.55,81.27,72.27,False,True,True,NO CLEAR ENTRY,False,62.2,POSITIVE,5,Is EBITDA Growth an Indication of Mission Produce's Strong Resilience? | Here's Why Corteva (NYSE:CTVA) Has Caught The Eye Of Investors | Can Mission Produce Regain Margin Traction Amid Industry Glut?,43.22,19.49,2576124928.0,13.64,5.14,6.5,61.08,WATCHLIST
BBY,https://www.tradingview.com/chart/?symbol=BBY,"Best Buy Co., Inc.",Consumer Cyclical,63.7377,13429226496,-1.0,372.5,4.42,7.54,68.15,61.45,68.31,True,False,False,NO CLEAR ENTRY,False,76.46,POSITIVE,5,"The Zacks Analyst Blog Highlights Salesforce, Best Buy, Costco, Standard Chartered, JPMorgan, HSBC and Morgan Stanley | Best Buy (BBY) Reports Q1: Everything You Need To Know Ahead Of Earnings | Best Buy's Q1 Results Poised to Show it Can Navigate Volatile Backdrop, UBS Says",12.65,9.11,842499968.0,139.474,37.04,2.56,60.92,WATCHLIST
MET,https://www.tradingview.com/chart/?symbol=MET,"MetLife, Inc.",Financial Services,83.32,53611155456,2.7,35.9,16.5,8.1,65.76,75.61,76.66,True,True,False,BULLISH TREND,False,49.11,NEUTRAL,5,"FIFA World Cup Ticketing Process Investigated by NY, NJ | 3 Reasons MET is Risky and 1 Stock to Buy Instead | Iran War Spurs Extreme Bear Scenarios for Asia Currencies, Bonds",16.12,7.58,-17429749760.0,178.019,13.01,4.67,60.73,WATCHLIST
ETN,https://www.tradingview.com/chart/?symbol=ETN,Eaton Corporation plc,Industrials,405.23,157350805504,16.8,-9.4,8.43,-2.5,44.52,391.15,362.56,True,True,True,BULLISH TREND,False,67.96,POSITIVE,5,Morgan Stanley Says Eaton’s (ETN) Transformation Remains Underappreciated | 5 Stocks Winning the AI Race While Everyone Watches NVIDIA | Can Powell's Growth Investments Create Long-Term Value for Investors?,39.57,25.78,2646500096.0,110.463,20.84,13.99,60.69,WATCHLIST
CCEP,https://www.tradingview.com/chart/?symbol=CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,95.26,42178945024,0.2,68.3,-12.82,0.13,53.8,93.54,91.42,True,True,True,BULLISH TREND,False,62.31,POSITIVE,5,"Wall Street Futures Advance Premarket Tuesday on Mid East Peace Talks Optimism | Coca-Cola Europacific Partners Updates ESG Plan, Adds Philippines and Six 2030 Sustainability Targets | Coca-Cola Europacific Partners Q1 Earnings Call Highlights",19.21,16.76,1747874944.0,130.001,22.89,9.29,60.63,WATCHLIST
WAB,https://www.tradingview.com/chart/?symbol=WAB,Westinghouse Air Brake Technologies Corporation,Industrials,259.545,44038909952,13.0,12.8,-1.55,-2.75,38.87,258.03,224.92,True,True,True,BULLISH TREND,False,48.2,NEUTRAL,5,Here's Why Investors Should Bet on Wabtec Stock Right Now | Is Westinghouse Air Brake Technologies (WAB) Fairly Priced After Its Recent Share Price Pullback? | 2 Cash-Producing Stocks for Long-Term Investors and 1 We Find Risky,36.76,21.4,1123250048.0,62.03,11.31,10.52,60.51,WATCHLIST
HPQ,https://www.tradingview.com/chart/?symbol=HPQ,HP Inc.,Technology,24.965,22917482496,6.9,-1.7,33.6,26.34,67.44,20.21,22.64,True,True,False,BULLISH TREND,False,52.67,NEUTRAL,5,"Salesforce, HP earnings to give insight into AI demand, PC market | Stocks Rise Pre-Bell Amid Tech Rally; Middle East Uncertainty Persists | HP Inc. Earnings Are About More Than Just Memory Costs",9.46,8.39,2825374976.0,,,4.46,60.31,WATCHLIST
ALB,https://www.tradingview.com/chart/?symbol=ALB,Albemarle Corporation,Basic Materials,179.23,21137426432,32.7,,0.56,-10.17,40.34,184.09,139.14,False,True,True,BUY THE DIP,False,63.85,POSITIVE,5,DOW or ALB: Which Is the Better Value Stock Right Now? | DOW Partners With Univar Solutions for Silicone Additives in EMEA | BASFY to Sell Off Silicates Business With Dusseldorf Assets to PQ,,15.08,716711744.0,19.845,-1.82,-4.24,60.31,WATCHLIST
TJX,https://www.tradingview.com/chart/?symbol=TJX,"The TJX Companies, Inc.",Consumer Cyclical,157.005,173618380800,9.2,29.3,-2.56,0.02,53.56,156.23,149.42,True,True,True,BULLISH TREND,False,55.35,NEUTRAL,5,Will Burlington Stores Deliver Another Earnings Beat in Q1? | The 5 Most Interesting Analyst Questions From TJX’s Q1 Earnings Call | TJX Companies Insiders Sold US$14m Of Shares Suggesting Hesitancy,30.61,27.31,4314250240.0,136.307,61.25,9.4,60.23,WATCHLIST
AXON,https://www.tradingview.com/chart/?symbol=AXON,"Axon Enterprise, Inc.",Industrials,385.95,31108374528,33.7,89.8,-28.84,-4.13,50.03,409.9,569.22,False,False,False,NO CLEAR ENTRY,False,54.01,NEUTRAL,5,"AppLovin (APP) Stock Trades Up, Here Is Why | Why Shares of AppLovin Were Soaring Today | Is It Worth Investing in Axon (AXON) Based on Wall Street's Bullish Views?",156.26,36.5,62617500.0,52.074,6.77,6.91,60.22,WATCHLIST
VEEV,https://www.tradingview.com/chart/?symbol=VEEV,Veeva Systems Inc.,Healthcare,159.74,26069362688,16.0,23.2,-12.24,-0.44,39.23,167.18,227.1,False,False,False,NO CLEAR ENTRY,False,58.63,NEUTRAL,5,Veeva Systems' AI & Vault CRM Strength Signal More Upside Ahead | Is Now the Time to Buy MercadoLibre Stock After Hedge Fund Linonia Initiated a Position Worth Over $225 Million? | Is It Time To Reassess Veeva Systems (VEEV) After Prolonged Share Price Weakness?,29.36,16.16,1048066496.0,1.329,13.93,28.44,60.19,WATCHLIST
GDDY,https://www.tradingview.com/chart/?symbol=GDDY,GoDaddy Inc.,Technology,87.43,11576593408,6.1,6.0,0.31,3.64,54.32,85.29,113.17,True,False,False,NO CLEAR ENTRY,False,59.23,NEUTRAL,5,2 Cash-Producing Stocks to Target This Week and 1 We Find Risky | 1 S&P 500 Stock with Impressive Fundamentals and 2 That Underwhelm | GoDaddy (GDDY) Valuation Check As New AI Tools And Partnerships Draw Fresh Market Attention,13.86,8.12,1347612544.0,1621.618,398.21,17.32,60.04,WATCHLIST
AMT,https://www.tradingview.com/chart/?symbol=AMT,American Tower Corporation,Real Estate,187.0274,87134773248,6.8,76.9,-1.54,6.69,60.99,177.01,181.12,True,True,False,BULLISH TREND,False,49.79,NEUTRAL,5,Healthpeak Properties Gains 22.7% Year to Date: Will the Trend Last? | Bernstein Says “This Is the Moment” to Buy American Tower Corporation (AMT) | American Tower (AMT) Is Up 7.7% After Dividend Hike And Debt Raise Has The Bull Case Changed?,30.17,27.08,4614362624.0,444.55,29.95,26.81,59.93,IGNORE
